query,term,weight
MB51,cuts,0.5
MB52,epidemic,0.5
MB52,bedbug,0.5
MB53,river,0.1
MB53,cruises,0.7
MB53,boat,0.2
MB54,the,0.8
MB54,daily,0.2
MB55,loss,0.25
MB55,and,0.25
MB55,weight,0.25
MB55,berries,0.25
MB56,hugo,0.4
MB56,chavez,0.6
MB57,blizzard,0.3
MB57,chicago,0.7
MB58,fda,0.4
MB58,drugs,0.1
MB58,approval,0.2
MB58,of,0.3
MB59,beck,0.9
MB59,glen,0.1
MB60,fishing,0.7
MB60,guidebooks,0.3
MB61,the,0.14285714285714285
MB61,united,0.14285714285714285
MB61,visit,0.14285714285714285
MB61,to,0.14285714285714285
MB61,hu,0.14285714285714285
MB61,jintao,0.14285714285714285
MB61,states,0.14285714285714285
MB62,starbucks,0.3333333333333333
MB62,trenta,0.3333333333333333
MB62,cup,0.3333333333333333
MB63,bieber,0.2
MB63,trading,0.2
MB63,places,0.2
MB63,stewart,0.2
MB63,and,0.2
MB64,red,0.1
MB64,cameras,0.5
MB64,light,0.4
MB65,michelle,0.3
MB65,obama,0.4
MB65,campaign,0.1
MB65,obesity,0.2
MB66,treatment,0.2
MB66,egypt,0.1
MB66,in,0.4
MB66,journalists,0.3
MB67,boston,0.2
MB67,celtics,0.5
MB67,championship,0.3
MB68,rehab,0.20000000000000004
MB68,sheen,0.7000000000000001
MB68,charlie,0.10000000000000002
MB69,high,0.5
MB69,taxes,0.5
MB70,markets,0.3
MB70,opinions,0.2
MB70,farmers,0.5
MB71,murray,0.2
MB71,australian,0.2
MB71,vs,0.2
MB71,open,0.2
MB71,djokovic,0.2
MB72,kardashians,0.7
MB72,opinions,0.3
MB73,iran,0.3333333333333333
MB73,program,0.3333333333333333
MB73,nuclear,0.3333333333333333
MB74,credit,0.3
MB74,debt,0.5
MB74,card,0.2
MB75,super,0.1
MB75,fail,0.4
MB75,aguilera,0.3
MB75,bowl,0.2
MB76,celebrity,0.3333333333333333
MB76,violations,0.3333333333333333
MB76,dui,0.3333333333333333
MB77,ncis,1.0
MB78,mcdonalds,0.5
MB78,food,0.5
MB79,yemen,0.7000000000000001
MB79,saleh,0.20000000000000004
MB79,overthrow,0.10000000000000002
MB80,chipotle,0.7
MB80,raid,0.3
MB81,smartphone,0.7
MB81,success,0.3
MB82,laws,0.5
MB82,immigrant,0.4
MB82,illegal,0.1
MB83,effects,0.3333333333333333
MB83,worm,0.3333333333333333
MB83,stuxnet,0.3333333333333333
MB84,athlete,0.5
MB84,concussions,0.5
MB85,improve,0.1
MB85,buy,0.2
MB85,best,0.3
MB85,sales,0.4
MB86,murder,0.3333333333333333
MB86,yeates,0.3333333333333333
MB86,joanna,0.3333333333333333
MB87,recipes,0.3
MB87,chicken,0.7
MB88,speech,0.2
MB88,awards,0.5
MB88,kings,0.3
MB89,cases,0.3
MB89,supreme,0.2
MB89,court,0.5
MB90,bullying,0.5
MB90,anti,0.5
MB91,michelle,0.1
MB91,obama,0.5
MB91,fashion,0.4
MB92,market,0.3
MB92,tutorial,0.2
MB92,stock,0.5
MB93,week,0.4
MB93,in,0.2
MB93,nyc,0.1
MB93,fashion,0.3
MB94,horse,0.5
MB94,race,0.2
MB94,betting,0.3
MB95,facebook,0.4
MB95,privacy,0.6
MB96,sundance,0.7
MB96,attendees,0.3
MB97,college,0.4
MB97,student,0.1
MB97,aid,0.5
MB98,floods,0.5
MB98,australian,0.5
MB99,superbowl,0.1
MB99,commercials,0.9
MB100,committee,0.20000000000000004
MB100,republican,0.7000000000000001
MB100,national,0.10000000000000002
MB101,in,0.2
MB101,swan,0.2
MB101,black,0.2
MB101,portman,0.2
MB101,natalie,0.2
MB102,school,0.7
MB102,lunches,0.3
MB103,tea,0.5
MB103,caucus,0.3
MB103,party,0.2
MB104,driving,0.20000000000000004
MB104,and,0.7000000000000001
MB104,texting,0.10000000000000002
MB105,the,0.5
MB105,avengers,0.5
MB106,jobs,0.2
MB106,steve,0.5
MB106,health,0.3
MB107,piracy,0.7
MB107,somalian,0.3
MB108,identity,0.3333333333333333
MB108,protection,0.3333333333333333
MB108,theft,0.3333333333333333
MB109,gasland,1.0
MB110,trade,0.1
MB110,sanctions,0.7
MB110,economic,0.2
