query,term,weight
102,s,0.18181818181818182
102,initiative,0.09090909090909091
102,laser,0.09090909090909091
102,strategic,0.09090909090909091
102,u,0.09090909090909091
102,defense,0.09090909090909091
102,applicable,0.09090909090909091
102,to,0.09090909090909091
102,research,0.09090909090909091
103,reform,0.1
103,welfare,0.9
104,insurance,0.20000000000000004
104,catastrophic,0.7000000000000001
104,health,0.10000000000000002
105,black,0.1
105,monday,0.9
106,trading,0.16666666666666666
106,s,0.16666666666666666
106,u,0.16666666666666666
106,of,0.16666666666666666
106,control,0.16666666666666666
106,insider,0.16666666666666666
107,trading,0.2
107,japanese,0.2
107,regulation,0.2
107,of,0.2
107,insider,0.2
108,measures,0.4
108,japanese,0.5
108,protectionist,0.1
109,innovative,0.3333333333333333
109,companies,0.3333333333333333
109,find,0.3333333333333333
110,the,0.14285714285714285
110,government,0.14285714285714285
110,south,0.14285714285714285
110,against,0.14285714285714285
110,african,0.14285714285714285
110,black,0.14285714285714285
110,resistance,0.14285714285714285
111,proliferation,0.4
111,nuclear,0.6
112,funding,0.1
112,biotechnology,0.9
113,new,0.30000000000000004
113,satellite,0.4000000000000001
113,space,0.20000000000000004
113,applications,0.10000000000000002
114,commercial,0.1
114,satellite,0.4
114,non,0.3
114,launches,0.2
115,the,0.16666666666666666
115,1986,0.16666666666666666
115,immigration,0.16666666666666666
115,law,0.16666666666666666
115,impact,0.16666666666666666
115,of,0.16666666666666666
116,substitutions,0.2
116,generic,0.3
116,drug,0.5
117,the,0.125
117,s,0.125
117,u,0.125
117,of,0.125
117,cellular,0.125
117,telephone,0.125
117,capacity,0.125
117,network,0.125
118,terrorists,0.7
118,international,0.3
119,against,0.19999999999999996
119,terrorists,0.3999999999999999
119,international,0.29999999999999993
119,actions,0.09999999999999998
120,terrorism,0.2
120,impact,0.2
120,of,0.2
120,international,0.2
120,economic,0.2
121,death,0.1
121,from,0.7
121,cancer,0.2
122,new,0.14285714285714285
122,rdt,0.14285714285714285
122,e,0.14285714285714285
122,drugs,0.14285714285714285
122,of,0.14285714285714285
122,cancer,0.14285714285714285
122,fighting,0.14285714285714285
123,into,0.2
123,of,0.2
123,control,0.2
123,carcinogens,0.2
123,research,0.2
124,traditional,0.2
124,therapies,0.2
124,alternatives,0.2
124,cancer,0.2
124,to,0.2
125,government,0.2
125,smoking,0.2
125,by,0.2
125,actions,0.2
125,anti,0.2
126,medical,0.2
126,modern,0.2
126,and,0.2
126,technology,0.2
126,ethics,0.2
127,r,0.1111111111111111
127,s,0.3333333333333333
127,u,0.2222222222222222
127,agreements,0.1111111111111111
127,arms,0.1111111111111111
127,control,0.1111111111111111
128,assets,0.1
128,privatization,0.4
128,of,0.2
128,state,0.3
129,the,0.16666666666666666
129,s,0.16666666666666666
129,u,0.16666666666666666
129,spying,0.16666666666666666
129,soviet,0.16666666666666666
129,on,0.16666666666666666
130,s,0.14285714285714285
130,u,0.14285714285714285
130,emigration,0.14285714285714285
130,and,0.14285714285714285
130,jewish,0.14285714285714285
130,ussr,0.14285714285714285
130,relations,0.14285714285714285
131,mcdonnell,0.16666666666666666
131,aircraft,0.16666666666666666
131,for,0.16666666666666666
131,military,0.16666666666666666
131,douglas,0.16666666666666666
131,contracts,0.16666666666666666
132,aircraft,0.3
132,stealth,0.7
133,hubble,0.4
133,telescope,0.1
133,space,0.5
134,the,0.4
134,genome,0.1
134,project,0.2
134,human,0.3
135,mapping,0.14285714285714285
135,contributions,0.14285714285714285
135,gene,0.14285714285714285
135,of,0.14285714285714285
135,medicine,0.14285714285714285
135,possible,0.14285714285714285
135,to,0.14285714285714285
136,by,0.4
136,diversification,0.1
136,pacific,0.3
136,telesis,0.2
137,the,0.125
137,s,0.125
137,in,0.125
137,u,0.125
137,theme,0.125
137,industry,0.125
137,park,0.125
137,expansion,0.125
138,iranian,0.16666666666666666
138,takers,0.16666666666666666
138,for,0.16666666666666666
138,lebanese,0.16666666666666666
138,hostage,0.16666666666666666
138,support,0.16666666666666666
139,domestic,0.1111111111111111
139,s,0.1111111111111111
139,islamic,0.1111111111111111
139,social,0.1111111111111111
139,and,0.1111111111111111
139,iran,0.1111111111111111
139,consequences,0.1111111111111111
139,revolution,0.1111111111111111
139,foreign,0.1111111111111111
140,islamic,0.2
140,impact,0.2
140,of,0.2
140,political,0.2
140,fundamentalism,0.2
141,the,0.09090909090909091
141,with,0.09090909090909091
141,s,0.18181818181818182
141,trade,0.09090909090909091
141,surplus,0.09090909090909091
141,japan,0.09090909090909091
141,u,0.09090909090909091
141,of,0.09090909090909091
141,its,0.09090909090909091
141,handling,0.09090909090909091
142,government,0.1111111111111111
142,regulated,0.1111111111111111
142,impact,0.1111111111111111
142,of,0.1111111111111111
142,farming,0.1111111111111111
142,grain,0.1111111111111111
142,international,0.1111111111111111
142,relations,0.1111111111111111
142,on,0.1111111111111111
143,s,0.2
143,u,0.2
143,why,0.2
143,protect,0.2
143,farmers,0.2
144,the,0.16666666666666666
144,at,0.16666666666666666
144,management,0.16666666666666666
144,united,0.16666666666666666
144,nations,0.16666666666666666
144,problems,0.16666666666666666
145,the,0.16666666666666666
145,lobby,0.16666666666666666
145,israel,0.16666666666666666
145,of,0.16666666666666666
145,pro,0.16666666666666666
145,influence,0.16666666666666666
146,the,0.125
146,nicaraguan,0.125
146,civil,0.125
146,war,0.125
146,end,0.125
146,to,0.125
146,negotiating,0.125
146,an,0.125
147,the,0.14285714285714285
147,s,0.14285714285714285
147,productivity,0.14285714285714285
147,in,0.14285714285714285
147,u,0.14285714285714285
147,economy,0.14285714285714285
147,trends,0.14285714285714285
148,the,0.16666666666666666
148,africa,0.16666666666666666
148,horn,0.16666666666666666
148,in,0.16666666666666666
148,of,0.16666666666666666
148,conflict,0.16666666666666666
149,industrial,0.5
149,espionage,0.5
150,s,0.2
150,u,0.2
150,financing,0.2
150,political,0.2
150,campaign,0.2
151,with,0.1
151,overcrowded,0.4
151,prisons,0.2
151,coping,0.3
152,contractors,0.1
152,s,0.1
152,projects,0.1
152,u,0.1
152,defense,0.1
152,of,0.1
152,by,0.1
152,accusations,0.1
152,cheating,0.1
152,on,0.1
153,insurance,0.125
153,coverage,0.125
153,which,0.125
153,for,0.125
153,term,0.125
153,long,0.125
153,pays,0.125
153,care,0.125
154,oil,0.7
154,spills,0.3
155,s,0.14285714285714285
155,in,0.14285714285714285
155,u,0.14285714285714285
155,christian,0.14285714285714285
155,right,0.14285714285714285
155,wing,0.14285714285714285
155,fundamentalism,0.14285714285714285
156,gun,0.16666666666666666
156,efforts,0.16666666666666666
156,control,0.16666666666666666
156,to,0.16666666666666666
156,enact,0.16666666666666666
156,legislation,0.16666666666666666
157,sclerosis,0.14285714285714285
157,and,0.14285714285714285
157,ms,0.14285714285714285
157,causes,0.14285714285714285
157,of,0.14285714285714285
157,multiple,0.14285714285714285
157,treatments,0.14285714285714285
158,the,0.1111111111111111
158,s,0.1111111111111111
158,u,0.1111111111111111
158,congress,0.1111111111111111
158,members,0.1111111111111111
158,of,0.1111111111111111
158,for,0.1111111111111111
158,term,0.1111111111111111
158,limitations,0.1111111111111111
159,development,0.2
159,car,0.3
159,electric,0.5
160,the,0.1111111111111111
160,or,0.1111111111111111
160,vitamins,0.1111111111111111
160,of,0.1111111111111111
160,for,0.1111111111111111
160,cause,0.1111111111111111
160,ailments,0.1111111111111111
160,cure,0.1111111111111111
160,human,0.1111111111111111
161,acid,0.5
161,rain,0.5
162,automobile,0.1
162,recalls,0.9
163,orange,0.2
163,veterans,0.2
163,agent,0.2
163,and,0.2
163,vietnam,0.2
164,manufacturers,0.16666666666666666
164,drugs,0.16666666666666666
164,activities,0.16666666666666666
164,by,0.16666666666666666
164,illegal,0.16666666666666666
164,generic,0.16666666666666666
165,the,0.16666666666666666
165,young,0.16666666666666666
165,and,0.16666666666666666
165,tobacco,0.16666666666666666
165,company,0.16666666666666666
165,advertising,0.16666666666666666
166,cultural,0.2
166,and,0.2
166,testing,0.2
166,bias,0.2
166,standardized,0.2
167,motion,0.05263157894736842
167,in,0.05263157894736842
167,television,0.05263157894736842
167,sex,0.05263157894736842
167,video,0.05263157894736842
167,cassettes,0.05263157894736842
167,picture,0.05263157894736842
167,the,0.05263157894736842
167,explicit,0.05263157894736842
167,regulation,0.05263157894736842
167,theaters,0.05263157894736842
167,and,0.10526315789473684
167,of,0.10526315789473684
167,showing,0.05263157894736842
167,violence,0.05263157894736842
167,on,0.10526315789473684
168,financing,0.2
168,amtrak,0.8
169,cost,0.2
169,of,0.2
169,removal,0.2
169,garbage,0.2
169,trash,0.2
170,the,0.1111111111111111
170,silicone,0.1111111111111111
170,implantation,0.1111111111111111
170,devices,0.1111111111111111
170,of,0.2222222222222222
170,consequences,0.1111111111111111
170,breast,0.1111111111111111
170,gel,0.1111111111111111
171,mutual,0.1
171,s,0.1
171,individual,0.1
171,in,0.1
171,use,0.1
171,of,0.1
171,funds,0.1
171,retirement,0.1
171,strategy,0.1
171,an,0.1
172,the,0.14285714285714285
172,effectiveness,0.07142857142857142
172,medical,0.07142857142857142
172,related,0.07142857142857142
172,in,0.07142857142857142
172,and,0.07142857142857142
172,of,0.14285714285714285
172,cessation,0.07142857142857142
172,smoking,0.07142857142857142
172,programs,0.07142857142857142
172,utilized,0.07142857142857142
172,products,0.07142857142857142
173,smoking,0.7
173,bans,0.3
174,waste,0.2
174,cleanup,0.5
174,hazardous,0.3
175,gun,0.16666666666666666
175,of,0.16666666666666666
175,control,0.16666666666666666
175,nra,0.16666666666666666
175,prevention,0.16666666666666666
175,legislation,0.16666666666666666
176,investigators,0.25
176,private,0.25
176,real,0.25
176,life,0.25
177,the,0.125
177,as,0.125
177,s,0.125
177,in,0.125
177,u,0.125
177,english,0.125
177,official,0.125
177,language,0.125
178,maulings,0.1
178,dog,0.9
179,s,0.16666666666666666
179,u,0.16666666666666666
179,in,0.16666666666666666
179,lands,0.16666666666666666
179,restaurants,0.16666666666666666
179,foreign,0.16666666666666666
180,ineffectiveness,0.16666666666666666
180,s,0.16666666666666666
180,u,0.16666666666666666
180,of,0.16666666666666666
180,sanctions,0.16666666666666666
180,embargoes,0.16666666666666666
181,minimize,0.05
181,medical,0.05
181,abuse,0.05
181,elderly,0.05
181,this,0.05
181,mistreatment,0.05
181,nonmedical,0.05
181,being,0.05
181,the,0.05
181,and,0.15
181,of,0.05
181,by,0.05
181,members,0.05
181,taken,0.05
181,initiatives,0.05
181,personnel,0.05
181,to,0.05
181,family,0.05
182,overfishing,0.16666666666666666
182,commercial,0.16666666666666666
182,fish,0.16666666666666666
182,creates,0.16666666666666666
182,deficit,0.16666666666666666
182,food,0.16666666666666666
183,lawsuits,0.2
183,asbestos,0.5
183,related,0.3
184,corporate,0.1
184,plans,0.3
184,pension,0.2
184,funds,0.4
185,reform,0.14285714285714285
185,the,0.14285714285714285
185,s,0.14285714285714285
185,system,0.14285714285714285
185,u,0.14285714285714285
185,of,0.14285714285714285
185,welfare,0.14285714285714285
186,suburban,0.09090909090909091
186,school,0.09090909090909091
186,among,0.09090909090909091
186,and,0.09090909090909091
186,more,0.09090909090909091
186,of,0.09090909090909091
186,difference,0.09090909090909091
186,students,0.09090909090909091
186,learning,0.09090909090909091
186,levels,0.09090909090909091
186,innercity,0.09090909090909091
187,the,0.14285714285714285
187,signs,0.14285714285714285
187,independent,0.14285714285714285
187,of,0.2857142857142857
187,demise,0.14285714285714285
187,publishing,0.14285714285714285
188,beachfront,0.4
188,erosion,0.6
189,murder,0.4
189,motives,0.1
189,for,0.3
189,real,0.2
190,the,0.1111111111111111
190,a,0.1111111111111111
190,computer,0.1111111111111111
190,instances,0.1111111111111111
190,fraud,0.1111111111111111
190,use,0.1111111111111111
190,of,0.2222222222222222
190,involving,0.1111111111111111
191,efforts,0.16666666666666666
191,s,0.16666666666666666
191,u,0.16666666666666666
191,improve,0.16666666666666666
191,to,0.16666666666666666
191,schooling,0.16666666666666666
192,oil,0.7
192,spill,0.1
192,cleanup,0.2
193,r,0.2
193,toys,0.5
193,dangerous,0.3
194,the,0.14285714285714285
194,amount,0.14285714285714285
194,earned,0.14285714285714285
194,money,0.14285714285714285
194,of,0.14285714285714285
194,by,0.14285714285714285
194,writers,0.14285714285714285
195,market,0.125
195,trading,0.125
195,computer,0.125
195,initiated,0.125
195,attributable,0.125
195,to,0.125
195,stock,0.125
195,perturbations,0.125
196,educational,0.07142857142857142
196,voucher,0.07142857142857142
196,its,0.07142857142857142
196,program,0.07142857142857142
196,upon,0.07142857142857142
196,entire,0.07142857142857142
196,the,0.07142857142857142
196,effects,0.07142857142857142
196,system,0.07142857142857142
196,s,0.07142857142857142
196,school,0.07142857142857142
196,u,0.07142857142857142
196,and,0.07142857142857142
196,choice,0.07142857142857142
197,monetary,0.07692307692307693
197,jurisprudence,0.07692307692307693
197,granting,0.07692307692307693
197,reform,0.07692307692307693
197,the,0.07692307692307693
197,system,0.07692307692307693
197,stop,0.07692307692307693
197,awards,0.07692307692307693
197,of,0.07692307692307693
197,juries,0.07692307692307693
197,from,0.07692307692307693
197,unreasonable,0.07692307692307693
197,to,0.07692307692307693
198,benefits,0.14285714285714285
198,gene,0.14285714285714285
198,humankind,0.14285714285714285
198,therapy,0.14285714285714285
198,and,0.14285714285714285
198,its,0.14285714285714285
198,to,0.14285714285714285
199,assisted,0.2
199,legality,0.2
199,suicides,0.2
199,of,0.2
199,medically,0.2
200,imports,0.1
200,s,0.1
200,u,0.1
200,impact,0.1
200,of,0.1
200,textile,0.2
200,industry,0.1
200,foreign,0.1
200,on,0.1
